DATE-OBS,DEC,EXPTIME,FILENAME,INSTRUME,MJD-OBS,MOC,NAXIS,OBJECT,Polygon,RA,RADESYS,TELESCOP
2014-12-03 09:02:17.520,1.7231275,0.0,2013.1.00034.S_SB_X5_GB_X6_MB_X7_midz_cell10_25342_sci.spw0_1_2_3.cont.I.image.fits,ALMA,56994.37659166668,10/6975313 ,4,# midz cell10 25342	#Q10286588,Polygon ICRS 149.65743971791113 1.7191274957963434 149.65743973465024 1.7270941624693927 149.64946944723272 1.7270941625391147 149.64946946383233 1.7191274958660587,149.6534379167,ICRS,ALMA
2014-12-14 09:03:50.160,2.524634444444,0.0,2013.1.01292.S_SB_X4eb_GB_X4ec_MB_X4ed_2-38011_sci.spw0_1_2_3.cont.I.image.fits,ALMA,57005.377663888874,10/6978163 6978169 ,4,# 2-38011	#Q10286589,Polygon ICRS 150.11500024462543 2.5205094378933177 150.11500027074223 2.5287288823447636 150.10677281459667 2.5287288824413974 150.10677284052 2.5205094379899537,150.11087125,ICRS,ALMA
2011-04-18 11:59:04.930,-69.1353333259,0.0,5GHz_n_f.fits,Unknown,55669.49936261773,10/8472269 ,4,# r143	#Q10286590,Polygon ICRS 84.72655028796201 -69.13941627742003 84.72654591317624 -69.13108294422499 84.70315286180691 -69.13108291243232 84.70314830845845 -69.13941624561521,84.715083318,FK5,ATCA
,-28.935931,0.0,av_galcen_2mass.fits,Unknown,,"6/28827 28830 
7/115301-115303 115305 115312 115314-115315 115324 115326 115397 115408-115410 
8/461119 461160 461162-461163 461199 461203 461229 461252 461254-461255 461272 
 461274-461275 461300 461302-461303 461308 461585 461597 461644 461648 
9/1844471 1844475 1844619 1844644 1844646-1844647 1844664 1844666-1844667 
 1844791 1844795 1844807 1844811 1844871 1844876-1844877 1844879 
 1844912-1844913 1844915 1844924-1844925 1844927 1845012 1845014-1845015 
 1845064 1845066-1845067 1845092 1845094-1845095 1845112 1845114-1845115 
 1845204 1845206-1845207 1845236-1845238 1845240-1845242 1846336-1846337 
 1846339 1846348-1846349 1846351 1846384-1846385 1846387 1846396-1846397 
 1846399 1846580-1846582 1846584-1846586 1846596-1846598 1846600-1846602 
 1846656-1846657 1846659-1846662 1847944 1847946 
10/7377879 7377883 7377895 7377899 7378475 7378488 7378490-7378491 7378580 
 7378582-7378583 7378632 7378634-7378635 7378660 7378662-7378663 7378682 
 7379159 7379163 7379175 7379179 7379223 7379227 7379239 7379243 7379479 
 7379483 7379512-7379513 7379515 7379604-7379605 7379607 7379656-7379657 
 7379685 7379705 7380054 7380234 7380262 7380282 7380374 7380426 7380454 
 7380474 7380822 7380956-7380958 7380972-7380974 7380976-7380978 7385173 
 7385353 7385381 7385401 7385493 7385545 7385573 7385593 7385941 
 7386332-7386334 7386348-7386350 7386352-7386354 7386396-7386398 
 7386412-7386414 7386416-7386418 7386432-7386434 7386496-7386498 7386633 
 7386652-7386654 7386661 7386672-7386673 7386688-7386690 7391754 7391782 
 7391788 7391790 7391872-7391874 ",2,Unknown,Polygon ICRS 267.7678604297281 -30.262096263583405 267.73315449288975 -27.563328849716683 265.06457344332154 -27.562969866094043 265.02887702776485 -30.26169497766054,266.41765,ICRS,Unknown
,-28.881147,0.0,av_galcen_spitzer.fits,Unknown,,"6/28827 28830 
7/115303 115312 115314-115315 115324 115326 115397 115408-115410 
8/461162-461163 461205-461207 461209-461211 461221-461223 461229 461252 
 461254-461255 461272 461274-461275 461300 461302-461303 461308 461585 461597 
 461644 461648 
9/1844477-1844479 1844641-1844644 1844646-1844647 1844664 1844666-1844667 
 1844797-1844799 1844813-1844815 1844817-1844819 1844833-1844835 1844877 
 1844879 1844881-1844883 1844912-1844913 1844915 1844924-1844925 1844927 
 1845012 1845014-1845015 1845064 1845066-1845067 1845092 1845094-1845095 
 1845112 1845114-1845115 1845204 1845206-1845207 1845236-1845238 
 1845240-1845242 1846336-1846337 1846339 1846348-1846349 1846351 
 1846384-1846385 1846387 1846396-1846397 1846399 1846580-1846582 
 1846584-1846586 1846596-1846598 1846600-1846602 1846656-1846657 
 1846659-1846662 1847944 1847946 
10/7377887 7377903 7377907 7378479 7378490-7378491 7378563 7378580 
 7378582-7378583 7378632 7378634-7378635 7378660 7378662-7378663 7378680 
 7378682 7379167 7379183 7379187 7379231 7379247 7379251 7379267 7379331 
 7379487 7379507 7379513 7379515 7379523 7379604-7379605 7379607 7379657 
 7379685 7379705 7380054 7380234 7380262 7380282 7380374 7380426 7380454 
 7380474 7380822 7380956-7380958 7380972-7380974 7380976-7380978 7385173 
 7385353 7385381 7385401 7385493 7385545 7385573 7385593 7385941 
 7386332-7386334 7386348-7386350 7386352-7386354 7386396-7386398 
 7386412-7386414 7386416-7386418 7386432-7386434 7386496-7386498 7386633 
 7386652-7386654 7386661 7386672-7386674 7386688-7386690 7391754 7391782 
 7391788-7391790 7391872-7391874 ",2,Unknown,Polygon ICRS 267.7676948923905 -30.174020813268232 267.73394037482694 -27.541865141490362 265.0658443858173 -27.54150647581159 265.03112654108367 -30.17362093253855,266.418675,ICRS,Unknown
,-0.0,0.0,G327.617-0.364_I4.fits,Unknown,,"9/1219123 
10/4876486-4876487 4876489-4876491 4876504 4876506 4876512-4876513 
 4876515-4876518 ",2,Unknown,Polygon ICRS 327.713326876 -0.418333417 327.713326876 -0.31000006199999997 327.51666017 -0.31000006199999997 327.51666017 -0.418333417,0.0,ICRS,Unknown
,-0.0,0.0,G351.632-0.459_atlasgal.fits,Unknown,,"9/1202417 
10/4809581-4809583 4809594 4809665-4809667 4809673 4809676-4809677 4809680 
 4809682 ",2,Unknown,Polygon ICRS 351.744998349 -0.518333437 351.744998349 -0.40666674799999997 351.541664975 -0.40666674799999997 351.541664975 -0.518333437,0.0,ICRS,Unknown
,-0.0,0.0,G351.702+0.672_atlasgal.fits,Unknown,,"9/1202971 1202974 1202992-1202993 
10/4811877-4811879 4811881-4811883 4811890 4811925 4811977 4811980 4811984 ",2,Unknown,Polygon ICRS 351.839998368 0.601666787 351.839998368 0.7600001519999999 351.553331644 0.7600001519999999 351.553331644 0.601666787,0.0,ICRS,Unknown
2016-05-13 06:26:08.400,-20.52501388889,0.0,G9_POLIN.fit,Unknown,57521.26815277775,10/7448592 7448594 ,4,# G9.62+0.19 NorthMiddle	#Q10286592,Polygon ICRS 271.5658787762425 -20.529902699694553 271.56587844324 -20.520140199687717 271.55545453620357 -20.52014020017498 271.5554542042417 -20.529902700181847,271.5606583333,ICRS,ALMA
